name,year_start,height,weight,college,pos,age,per,team,conf
Nate Bowman,1967,208.28,104.32616,Wichita State University,C,23.0,9.8,CHI,East
Donnie Boyce,1996,195.58,88.904032,University of Colorado,SG,22.0,17.7,ATL,East
Dennis Boyd,1979,185.42000000000002,79.3786,University of Detroit Mercy,PG,24.0,-4.0,DET,East
Freddie Boyd,1973,187.96,81.64656,Oregon State University,PG,22.0,10.1,PHI,East
Ken Boyd,1975,195.58,88.45044,Boston University,SF,22.0,25.3,NOJ,East
Earl Boykins,1999,165.1,61.23492,Eastern Michigan University,PG,22.0,7.2,TOT,N/A
Winford Boynes,1979,198.12,83.91452,University of San Francisco,SG,21.0,11.7,NJN,East
Cedric Bozeman,2007,198.12,93.893544,"University of California, Los Angeles",SG,23.0,-0.1,ATL,East
Steve Bracey,1973,185.42000000000002,79.3786,University of Tulsa,PG,22.0,12.7,ATL,East
Craig Brackins,2011,208.28,104.32616,Iowa State University,PF,23.0,0.1,PHI,East
Gary Bradds,1965,203.2,95.25431999999999,Ohio State University,SF,22.0,13.1,BAL,East
Alex Bradley,1982,198.12,97.52228,Villanova University,SF,22.0,12.4,NYK,East
Alonzo Bradley,1978,198.12,86.18248,Texas Southern University,SF,24.0,9.0,HOU,West
Avery Bradley,2011,187.96,81.64656,University of Texas at Austin,PG,20.0,2.2,BOS,East
Charles Bradley,1982,195.58,97.52228,University of Wyoming,SG,22.0,8.9,BOS,East
Dudley Bradley,1980,198.12,88.45044,University of North Carolina,SG,22.0,13.5,IND,East
Michael Bradley,2002,208.28,111.13004,Villanova University,PF,22.0,9.9,TOR,East
Shawn Bradley,1994,228.6,106.59412,Brigham Young University,C,21.0,11.6,PHI,East
Marques Bragg,1996,203.2,104.32616,Providence College,PF,25.0,9.8,MIN,West
Torraye Braggs,2004,203.2,111.13004,Xavier University,PF,27.0,9.5,TOT,N/A
A.J. Bramlett,2000,208.28,102.965384,University of Arizona,C,23.0,-0.4,CLE,East
Adrian Branch,1987,200.66,83.91452,University of Maryland,SF,23.0,18.8,LAL,West
Elton Brand,2000,203.2,124.7378,Duke University,PF,20.0,20.6,CHI,East
Terrell Brandon,1992,180.34,81.64656,University of Oregon,PG,21.0,12.8,CLE,East
Brad Branson,1982,208.28,99.79024,Southern Methodist University,PF,23.0,8.4,CLE,East
Jesse Branson,1966,200.66,88.45044,Elon University,SF,24.0,10.3,PHI,East
Jim Brasco,1953,185.42000000000002,77.11064,New York University,G,21.0,7.6,TOT,N/A
Mike Bratz,1978,187.96,83.91452,Stanford University,PG,22.0,9.5,PHO,West
Tim Breaux,1995,200.66,97.52228,University of Wyoming,SF,24.0,8.9,HOU,West
J.R. Bremer,2003,187.96,83.91452,St. Bonaventure University,PG,22.0,12.7,BOS,East
Pete Brennan,1959,198.12,92.98636,University of North Carolina,F,22.0,7.2,NYK,East
Tom Brennan,1955,190.5,88.45044,Villanova University,SF,24.0,5.6,PHW,East
Randy Breuer,1984,220.98,104.32616,University of Minnesota,C,23.0,9.2,MIL,East
Corey Brewer,2008,205.74,84.368112,University of Florida,SF,21.0,8.3,MIN,West
Jamison Brewer,2002,193.04,83.460928,Auburn University,SG,21.0,10.0,IND,East
Jim Brewer,1974,205.74,95.25431999999999,University of Minnesota,PF,22.0,10.9,CLE,East
Ron Brewer,1979,193.04,81.64656,University of Arkansas,SG,23.0,14.2,POR,West
Ronnie Brewer,2007,200.66,99.79024,University of Arkansas,SG,21.0,15.2,UTA,West
Frank Brickowski,1985,205.74,108.86207999999999,Pennsylvania State University,C,25.0,10.5,SEA,West
Junior Bridgeman,1976,195.58,95.25431999999999,University of Louisville,SF,22.0,13.7,MIL,East
Bill Bridges,1963,198.12,103.418976,University of Kansas,PF,23.0,14.3,STL,East
Allan Bristow,1974,200.66,95.25431999999999,Virginia Polytechnic Institute and State University,SF,22.0,15.0,PHI,East
Tyrone Britt,1968,193.04,86.18248,Johnson C. Smith University,SG,23.0,9.5,SDR,West
Wayman Britt,1978,187.96,83.91452,University of Michigan,SG,25.0,13.5,DET,East
Mike Brittain,1986,213.36,106.59412,University of South Carolina,C,22.0,4.4,SAS,West
Dave Britton,1981,193.04,81.64656,Texas A&M University,PG,22.0,18.0,WSB,East
Jon Brockman,2010,200.66,115.66596,University of Washington,PF,22.0,12.4,SAC,West
Jim Brogan,1982,193.04,83.91452,West Virginia Wesleyan College,SG,23.0,13.0,SDC,West
Malcolm Brogdon,2017,195.58,97.52228,University of Virginia,SG,24.0,14.9,MIL,East
Gary Brokaw,1975,193.04,80.739376,University of Notre Dame,SG,21.0,12.2,MIL,East
Aaron Brooks,2008,182.88,73.028312,University of Oregon,PG,23.0,13.1,HOU,West
Kevin Brooks,1992,198.12,90.7184,University of Louisiana at Lafayette,SF,22.0,10.2,DEN,West
MarShon Brooks,2012,195.58,90.7184,Providence College,SG,23.0,12.9,NJN,East
Michael Brooks,1981,200.66,99.79024,La Salle University,SF,22.0,15.8,SDC,West
Scott Brooks,1989,180.34,74.84268,"University of California, Irvine",PG,23.0,14.0,PHI,East
Andre Brown,2007,205.74,111.13004,DePaul University,PF,25.0,11.1,SEA,West
Anthony Brown,2016,200.66,95.25431999999999,Stanford University,SF,23.0,4.9,LAL,West
Bobby Brown,2009,187.96,79.3786,"California State University, Fullerton",SG-PG,24.0,8.9,TOT,N/A
Chucky Brown,1990,200.66,97.068688,North Carolina State University,SF,21.0,11.9,CLE,East
Damone Brown,2002,205.74,90.7184,Syracuse University,SF,22.0,1.6,PHI,East
Dee Brown,1991,185.42000000000002,72.57472,Jacksonville University,PG,22.0,13.2,BOS,East
Dee Brown,2007,182.88,83.91452,University of Illinois at Urbana-Champaign,PG,22.0,8.6,UTA,West
Derrick Brown,2010,200.66,102.0582,Xavier University,SF,22.0,12.6,CHA,East
Devin Brown,2003,195.58,99.79024,University of Texas at San Antonio,SG,24.0,6.9,TOT,N/A
Ernest Brown,2002,213.36,110.676448,Indian Hills Community College,C,22.0,-9.7,MIA,West
Fred Brown,1972,190.5,82.553744,University of Iowa,SG,23.0,8.5,SEA,West
George Brown,1958,198.12,86.18248,Wayne State University,F,22.0,-7.2,MNL,West
Gerald Brown,1999,193.04,95.25431999999999,Pepperdine University,SG,23.0,7.3,PHO,West
Jabari Brown,2015,193.04,97.52228,University of Missouri,SG,22.0,11.0,LAL,West
Jaylen Brown,2017,200.66,102.0582,University of California,SF,20.0,10.3,BOS,East
John Brown,1974,200.66,99.79024,University of Missouri,SF,22.0,12.8,ATL,East
Kedrick Brown,2002,200.66,100.697424,Okaloosa-Walton Community College,SF,20.0,11.9,BOS,East
Lewis Brown,1981,210.82,102.0582,"University of Nevada, Las Vegas",C,25.0,-18.6,WSB,East
Lorenzo Brown,2014,195.58,85.728888,North Carolina State University,PG,23.0,8.2,PHI,East
Marcus Brown,1997,190.5,83.91452,Murray State University,PG,22.0,12.9,POR,West
Markel Brown,2015,190.5,86.18248,Oklahoma State University,SG,23.0,9.1,BRK,East
Mike Brown,1987,205.74,116.573144,George Washington University,C,23.0,9.7,CHI,East
Myron Brown,1992,190.5,81.64656,Slippery Rock University of Pennsylvania,PG,22.0,14.7,MIN,West
P.J. Brown,1994,210.82,102.0582,Louisiana Tech University,C,24.0,12.2,NJN,East
Randy Brown,1992,187.96,86.18248,New Mexico State University,PG,23.0,11.5,SAC,West
Raymond Brown,1990,203.2,99.79024,University of Idaho,PF,24.0,-0.9,UTA,West
Rickey Brown,1981,208.28,97.52228,Mississippi State University,C,22.0,10.9,GSW,West
Roger Brown,1973,210.82,102.0582,University of Kansas,C,22.0,-1.7,LAL,West
Shannon Brown,2007,193.04,92.98636,Michigan State University,SG,21.0,7.5,CLE,East
Tierre Brown,2002,187.96,85.728888,McNeese State University,SG,22.0,12.4,HOU,West
Tony Brown,1985,198.12,83.91452,University of Arkansas,SF,24.0,10.8,IND,East
Stanley Brundy,1990,198.12,95.25431999999999,DePaul University,SF,22.0,10.1,NJN,East
Rick Brunson,1998,193.04,86.18248,Temple University,PG,25.0,9.6,POR,West
Em Bryant,1965,185.42000000000002,79.3786,DePaul University,PG,26.0,7.1,NYK,East
Joe Bryant,1976,205.74,83.91452,La Salle University,PF,21.0,13.3,PHI,East
Mark Bryant,1989,205.74,111.13004,Seton Hall University,PF,23.0,9.1,POR,West
Wallace Bryant,1984,213.36,111.13004,University of San Francisco,C,24.0,9.6,CHI,East
Torgeir Bryn,1990,205.74,113.398,Texas State University,C,25.0,9.1,LAC,West
Joe Buckhalter,1962,200.66,95.25431999999999,Tennessee State University,PF,24.0,14.5,CIN,East
Steve Bucknall,1990,198.12,97.52228,University of North Carolina,SG,23.0,0.0,LAL,West
Cleveland Buckner,1962,205.74,95.25431999999999,Jackson State University,PF,23.0,15.7,NYK,East
Greg Buckner,2000,193.04,95.25431999999999,Clemson University,SG,23.0,12.1,DAL,West
Quinn Buckner,1977,190.5,86.18248,Indiana University,PG,22.0,13.5,MIL,East
Dave Budd,1961,198.12,92.98636,Wake Forest University,SF,22.0,10.7,NYK,East
Chase Budinger,2010,200.66,94.80072799999999,University of Arizona,SF,21.0,14.1,HOU,West
Jud Buechler,1991,198.12,99.79024,University of Arizona,SF,22.0,10.0,NJN,East
Rodney Buford,2000,195.58,85.728888,Creighton University,SG,22.0,11.2,MIA,West
Matt Bullard,1991,208.28,97.52228,University of Iowa,PF,23.0,17.2,HOU,West
Reggie Bullock,2014,200.66,92.98636,University of North Carolina,SF,22.0,6.7,LAC,West
Greg Bunch,1979,198.12,86.18248,"California State University, Fullerton",SF,22.0,9.2,NYK,East
Dick Bunt,1953,182.88,77.11064,New York University,PG,22.0,6.6,TOT,N/A
Bill Buntin,1966,200.66,113.398,University of Michigan,C,23.0,13.3,DET,East
Pat Burke,2003,210.82,113.398,Auburn University,C,29.0,8.3,ORL,East
Trey Burke,2014,185.42000000000002,86.636072,University of Michigan,PG,21.0,12.6,UTA,West
Roger Burkman,1982,195.58,79.3786,University of Louisville,SG,23.0,15.5,CHI,East
Alec Burks,2012,198.12,97.068688,University of Colorado,SG,20.0,14.0,UTA,West
Antonio Burks,2005,185.42000000000002,90.7184,University of Memphis,PG,24.0,12.8,MEM,West
Kevin Burleson,2006,190.5,92.98636,University of Minnesota,PG,26.0,5.1,CHA,East
Tom Burleson,1975,218.44,102.0582,North Carolina State University,C,22.0,16.1,SEA,West
David Burns,1982,187.96,81.64656,Saint Louis University,PG,23.0,3.6,TOT,N/A
Evers Burns,1994,203.2,117.93392,University of Maryland,PF,22.0,9.7,SAC,West
Jim Burns,1968,190.5,88.45044,Northwestern University,SG,22.0,4.3,CHI,East
Scott Burrell,1994,200.66,98.883056,University of Connecticut,SF,23.0,10.4,CHH,East
Junior Burrough,1996,203.2,109.76926399999999,University of Virginia,PF,23.0,9.0,BOS,East
Bob Burrow,1957,200.66,103.418976,University of Kentucky,C,22.0,13.1,ROC,East
Ed Burton,1962,198.12,102.0582,Michigan State University,F,22.0,12.6,NYK,East
Willie Burton,1991,203.2,95.25431999999999,University of Minnesota,SF,22.0,11.5,MIA,West
Steve Burtt,1985,187.96,83.91452,Iona College,SG,22.0,7.4,GSW,West
Donnie Butcher,1962,187.96,90.7184,Pikeville College,PG,25.0,6.8,NYK,East
Al Butler,1962,187.96,79.3786,Niagara University,PG,23.0,13.0,TOT,N/A
Caron Butler,2003,200.66,103.418976,University of Connecticut,SF,22.0,15.1,MIA,West
Greg Butler,1989,210.82,108.86207999999999,Stanford University,C,22.0,4.7,NYK,East
Jimmy Butler,2012,203.2,107.047712,Marquette University,SG,22.0,12.5,CHI,East
Mitchell Butler,1994,195.58,95.25431999999999,"University of California, Los Angeles",SG,23.0,13.0,WSB,East
Rasual Butler,2003,200.66,97.52228,La Salle University,SG,23.0,9.5,MIA,West
Dwight Buycks,2014,190.5,86.18248,Marquette University,PG,24.0,7.2,TOR,East
Derrick Byars,2012,200.66,99.79024,Vanderbilt University,PF,27.0,14.9,SAS,West
Will Bynum,2006,182.88,83.91452,Georgia Institute of Technology,PG,23.0,8.7,GSW,West
Marty Byrnes,1979,200.66,97.52228,Syracuse University,SF,22.0,9.9,TOT,N/A
Barney Cable,1959,200.66,79.3786,Bradley University,PF,23.0,12.3,DET,East
Jason Caffey,1996,203.2,115.66596,University of Alabama,PF,22.0,7.9,CHI,East
Michael Cage,1985,205.74,101.604608,San Diego State University,PF,23.0,12.5,LAC,West
Nick Calathes,2014,198.12,96.615096,University of Florida,SG,24.0,12.3,MEM,West
Adrian Caldwell,1990,203.2,120.20188,Lamar University,PF,23.0,9.5,HOU,West
Jim Caldwell,1968,208.28,108.86207999999999,Georgia Institute of Technology,C,25.0,0.0,NYK,East
Joe Caldwell,1965,195.58,88.45044,Arizona State University,SF,23.0,13.0,DET,East
Kentavious Caldwell-Pope,2014,195.58,92.98636,University of Georgia,SG,20.0,9.4,DET,East
Corky Calhoun,1973,200.66,95.25431999999999,University of Pennsylvania,SF,22.0,7.5,PHO,West
Demetrius Calip,1992,185.42000000000002,74.84268,University of Michigan,PG,22.0,1.8,LAL,West
Rick Calloway,1991,198.12,81.64656,University of Kansas,SG,24.0,6.6,SAC,West
Dexter Cambridge,1993,200.66,101.604608,University of Texas at Austin,SF,23.0,12.1,DAL,West
Marcus Camby,1997,210.82,99.79024,University of Massachusetts Amherst,C,22.0,17.8,TOR,East
Elden Campbell,1991,210.82,97.52228,Clemson University,PF,22.0,14.5,LAL,West
Tony Campbell,1985,200.66,97.52228,Ohio State University,SF,22.0,10.3,DET,East
Isaiah Canaan,2014,182.88,91.171992,Murray State University,PG,22.0,9.5,HOU,West
Derrick Caracter,2011,205.74,124.7378,University of Texas at El Paso,C,22.0,10.0,LAL,West
Brian Cardinal,2001,203.2,111.13004,Purdue University,PF,23.0,4.7,DET,East
Howie Carl,1962,175.26,72.57472,DePaul University,PG,23.0,9.4,CHP,West
Geno Carlisle,2005,190.5,81.64656,University of California,SG,28.0,18.1,POR,West
Rick Carlisle,1985,195.58,95.25431999999999,University of Virginia,SG,25.0,7.2,BOS,East
Al Carlson,1976,210.82,106.59412,University of Oregon,C,24.0,9.0,SEA,West
Bob Carney,1955,190.5,77.11064,Bradley University,SG,22.0,8.7,MNL,West
Rodney Carney,2007,200.66,92.98636,University of Memphis,SF,22.0,11.4,PHI,East
Antoine Carr,1985,205.74,102.0582,Wichita State University,PF,23.0,13.0,ATL,East
Austin Carr,1972,193.04,90.7184,University of Notre Dame,SG,23.0,14.5,CLE,East
Chris Carr,1996,195.58,93.893544,Southern Illinois University,SG,21.0,10.5,PHO,West
Cory Carr,1999,190.5,95.25431999999999,Texas Tech University,SG,23.0,5.1,CHI,East
Kenny Carr,1978,200.66,99.79024,North Carolina State University,PF,22.0,9.2,LAL,West
Bob Carrington,1978,198.12,88.45044,Boston College,SG,24.0,9.7,TOT,N/A
DeMarre Carroll,2010,203.2,97.52228,University of Missouri,SF,23.0,8.5,MEM,West
Matt Carroll,2004,198.12,96.161504,University of Notre Dame,SG,23.0,3.8,TOT,N/A
Jimmy Carruth,1997,208.28,120.20188,Virginia Polytechnic Institute and State University,PF,27.0,9.7,MIL,East
Anthony Carter,2000,185.42000000000002,86.18248,University of Hawaii,PG,24.0,11.0,MIA,West
Butch Carter,1981,195.58,81.64656,Indiana University,SF,22.0,10.7,LAL,West
Fred Carter,1970,190.5,83.91452,Mount St. Mary's University,SG,24.0,7.9,BAL,East
George Carter,1968,193.04,95.25431999999999,St. Bonaventure University,SF,24.0,21.3,DET,East
Howard Carter,1984,195.58,97.52228,Louisiana State University,SG,22.0,12.0,DEN,West
Maurice Carter,2004,195.58,95.25431999999999,Louisiana State University,SG,27.0,5.8,TOT,N/A
Reggie Carter,1981,190.5,79.3786,St. John's University,SG,23.0,8.8,NYK,East
Ron Carter,1979,195.58,86.18248,Virginia Military Institute,SG,22.0,9.3,LAL,West
Vince Carter,1999,198.12,99.79024,University of North Carolina,SF,22.0,19.6,TOR,East
Michael Carter-Williams,2014,198.12,86.18248,Syracuse University,PG,22.0,15.5,PHI,East
Bill Cartwright,1980,215.9,111.13004,University of San Francisco,C,22.0,17.9,NYK,East
Jay Carty,1969,203.2,99.79024,Oregon State University,PF,27.0,10.1,LAL,West
Cornelius Cash,1977,203.2,97.52228,Bowling Green State University,PF,24.0,12.0,DET,East
Sam Cassell,1994,190.5,83.91452,Florida State University,PG,24.0,13.1,HOU,West
Harvey Catchings,1975,205.74,98.883056,Hardin-Simmons University,C,23.0,12.1,PHI,East
Terry Catledge,1986,203.2,99.79024,University of South Alabama,PF,22.0,12.6,PHI,East
Sid Catlett,1972,198.12,104.32616,University of Notre Dame,SF,23.0,-1.4,CIN,East
Kelvin Cato,1998,210.82,115.66596,Iowa State University,C,23.0,13.3,POR,West
Bobby Cattage,1982,205.74,113.398,Auburn University,PF,23.0,10.5,UTA,West
Willie Cauley-Stein,2016,213.36,108.86207999999999,University of Kentucky,C,22.0,15.3,SAC,West
Duane Causwell,1991,213.36,108.86207999999999,Temple University,C,22.0,13.0,SAC,West
Ron Cavenall,1985,215.9,104.32616,Texas Southern University,C,25.0,4.1,NYK,East
Cedric Ceballos,1991,198.12,86.18248,"California State University, Fullerton",SF,21.0,17.8,PHO,West
John Celestand,2000,193.04,80.739376,Villanova University,PG,22.0,2.7,LAL,West
Lionel Chalmers,2005,182.88,81.64656,Xavier University,PG,24.0,6.5,LAC,West
Mario Chalmers,2009,187.96,86.18248,University of Kansas,PG,22.0,13.3,MIA,West
Wilt Chamberlain,1960,215.9,124.7378,University of Kansas,C,23.0,28.0,PHW,East
Jerry Chambers,1967,195.58,83.91452,University of Utah,SF,23.0,12.1,LAL,West
Tom Chambers,1982,208.28,99.79024,University of Utah,PF,22.0,15.0,SDC,West
Mike Champion,1989,208.28,104.32616,Gonzaga University,SF,24.0,-43.7,SEA,West
Wilson Chandler,2008,203.2,102.0582,DePaul University,SF,20.0,11.7,NYK,East
Don Chaney,1969,195.58,95.25431999999999,University of Houston,SG,22.0,6.3,BOS,East
Rex Chapman,1989,193.04,83.91452,University of Kentucky,SG,21.0,12.6,CHH,East
Len Chappell,1963,203.2,108.86207999999999,Wake Forest University,PF,22.0,17.2,SYR,East
Ken Charles,1974,190.5,81.64656,Fordham University,SG,22.0,10.2,BUF,East
Lorenzo Charles,1986,200.66,102.0582,North Carolina State University,SF,22.0,11.5,ATL,East
Calbert Cheaney,1994,200.66,94.80072799999999,Indiana University,SG,22.0,14.0,WSB,East
Maurice Cheeks,1979,185.42000000000002,81.64656,West Texas A&M University,PG,22.0,12.6,PHI,East
Phil Chenier,1972,190.5,81.64656,University of California,SG,21.0,10.9,BAL,East
Will Cherry,2015,182.88,83.91452,University of Montana,PG,23.0,5.8,CLE,East
Derrick Chievous,1989,200.66,88.45044,University of Missouri,SF,21.0,11.6,HOU,West
Pete Chilcutt,1992,208.28,104.32616,University of North Carolina,PF,23.0,11.2,SAC,West
Josh Childress,2005,203.2,95.25431999999999,Stanford University,SG,21.0,15.2,ATL,East
Randolph Childress,1996,187.96,85.275296,Wake Forest University,PG,23.0,6.7,POR,West
Chris Childs,1995,190.5,88.45044,Boise State University,PG,27.0,11.2,NJN,East
Marquese Chriss,2017,208.28,105.686936,University of Washington,PF,19.0,12.3,PHO,West
Fred Christ,1955,193.04,95.25431999999999,Fordham University,G,24.0,16.7,NYK,East
Doug Christie,1993,198.12,90.7184,Pepperdine University,SG,22.0,12.4,LAL,West
Dionte Christmas,2014,195.58,92.98636,Temple University,SF,27.0,11.1,PHO,West
Rakeem Christmas,2016,205.74,113.398,Syracuse University,PF,24.0,32.0,IND,East
Semaj Christon,2017,190.5,86.18248,Xavier University,PG,24.0,5.7,OKC,West
Patrick Christopher,2015,195.58,94.80072799999999,University of California,SG,26.0,-2.6,UTA,West
Robert Churchwell,1996,198.12,88.45044,Georgetown University,SG,23.0,1.2,GSW,West
Archie Clark,1967,187.96,79.3786,University of Minnesota,SG,25.0,12.3,LAL,West
Carlos Clark,1984,193.04,95.25431999999999,University of Mississippi,SG,23.0,12.1,BOS,East
Earl Clark,2010,208.28,102.0582,University of Louisville,PF,22.0,8.5,PHO,West
Ian Clark,2014,190.5,79.3786,Belmont University,SG,22.0,9.2,UTA,West
Keon Clark,1999,210.82,99.79024,"University of Nevada, Las Vegas",C,23.0,11.3,DEN,West
Coty Clarke,2016,200.66,105.233344,University of Arkansas,SF,23.0,23.9,BOS,East
Jordan Clarkson,2015,195.58,87.996848,University of Missouri,PG,22.0,16.9,LAL,West
Charles Claxton,1996,213.36,120.20188,University of Georgia,C,25.0,0.2,BOS,East
Speedy Claxton,2002,180.34,75.296272,Hofstra University,PG,23.0,12.6,PHI,East
Jim Cleamons,1972,190.5,83.91452,Ohio State University,PG,22.0,13.9,LAL,West
Mateen Cleaves,2001,187.96,92.98636,Michigan State University,PG,23.0,9.0,DET,East
Barry Clemens,1966,198.12,95.25431999999999,Ohio Wesleyan University,SF,22.0,10.7,NYK,East
Keith Closs,1998,220.98,96.161504,Central Connecticut State University,C,21.0,14.0,LAC,West
Ben Clyde,1975,200.66,89.811216,Florida State University,SF,23.0,11.3,BOS,East
Richard Coffey,1991,198.12,96.161504,University of Minnesota,SF,25.0,7.9,MIN,West
Fred Cofield,1986,190.5,86.18248,Eastern Michigan University,PG,24.0,7.9,NYK,East
John Coker,1996,213.36,114.758776,Boise State University,C,24.0,37.3,PHO,West
Norris Cole,2012,187.96,79.3786,Cleveland State University,PG,23.0,7.9,MIA,West
Ben Coleman,1987,205.74,106.59412,University of Maryland,C,25.0,13.6,NJN,East
Derrick Coleman,1991,208.28,104.32616,Syracuse University,PF,23.0,17.6,NJN,East
E.C. Coleman,1974,203.2,102.0582,Houston Baptist University,PF,23.0,11.3,HOU,West
Norris Coleman,1988,203.2,95.25431999999999,Kansas State University,SF,26.0,6.6,LAC,West
